AL_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CY_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics,TR_load_actual_entsoe_power_statistics,UK_UKM_load_actual_entsoe_power_statistics
482.24,6016,950,8103,2645.85,6537,560,6071,47416.0102,2878.8,606,22501,7237.46,36883,4202.66,1495,3829.33,2368.69,27925,1006,687.2,558,249,459,12209,10353,14743.87755,4521,4657,2851,10842,1290,2799.08,27968.45,25753.11
490.27,6276,944,8131,2728.05,6357,540,6075,48453.56122,2883,638.6,22455,7484.65,37046,4337.53,1523,3857.76,2328.04,28179,1032,677.4,585,244,427,11679,10175,14318.36735,4447,4743,2808,10335,1319,2827.16,26765.08,24905.17
522.48,7123,961,8262,3037.61,6316,526,6330,50983.53061,3044.4,758.5,22866,8170.55,38842,4491.36,1524,4044.83,2328.41,29092,1226,642.7,691,247,424,11564,10345,14734.69388,4427,5175,2877,11000,1394,2897.84,26251.78,24619.72
639.76,8391,1096,8925,3406.4,6164,525,7431,58502.79592,3618,893.6,24524,8707.52,43580,5099.42,1816,4740.36,2329.38,33134,1404,786.8,825,280,475,12515,11478,17371.42857,4419,5955,3229,12626,1621,3294.45,27006.68,25620.8
780.25,9331,1295,9726,3651.84,6841,549,8186,64580.40816,4182.4,983.7,27072,9058.08,47929,5728.73,2109,5136.76,2637.35,39121,1541,848.3,935,327,535,14386,12584,19536.73469,4491,6463,3771,14337,1781,3412.78,31211.63,30183.7
827.34,9568,1387,9893,3714.24,7286,630,8473,67668.64286,4403.2,1025,29671,9179.51,50302,6155.19,2254,5208.27,3207.02,43225,1597,903.7,985,352,585,14986,13054,20588.77551,5171,6673,4023,14903,1853,3541.58,33121.7,35657.66
837.76,9601,1424,9872,3675.25,7369,717,8622,68889.73469,4483.7,1021.6,30994,9268.5,51748,6385.46,2328,5300.36,3547.13,45257,1622,902.1,999,364,606,15257,13025,20859.18367,5916,6754,4109,15118,1923,3631.48,33335.47,39170.94
843.19,9713,1418,9795,3640.03,7590,766,8558,70464.91837,4583.5,1015.7,31651,9293.05,52489,6546.16,2350,5411.39,3662.91,45561,1627,928.8,997,370,625,14953,13042,20898.97959,6215,6694,4129,15110,1923,3592.62,34241.14,39734.07
849.53,9898,1444,9832,3564.46,7937,778,8677,71889.11224,4582.9,1006.6,32044,9362.44,53338,6598.3,2432,5493.26,3641.63,46203,1620,893.4,975,376,640,14909,12781,21264.28571,6286,6677,4227,15152,1977,3648.91,33342.4,39069.31
857,9596,1457,9569,3639.78,7523,778,8845,71643.35714,4559.5,1030.2,32380,9316.72,53171,6532.95,2455,5547.5,3640.9,44842,1643,920.7,1003,382,652,14607,12999,21485.71429,6425,6752,4207,15112,2031,3723.55,34074.13,38816.31
855.01,9667,1463,9735,3629.78,7635,789,8811,71102.72449,4582.8,1021,32220,9279.92,51794,6269.91,2417,5527.34,3675.63,44468,1633,937.2,997,384,661,14627,12970,21459.18367,6252,6728,4199,15036,1975,3712.83,35462.04,38763.09
834.35,9559,1515,9899,3606.14,7726,795,8582,70466.30612,4495.3,1009.6,31272,9231.11,51378,5954.21,2356,5563.21,3626.15,46110,1612,889.6,985,384,710,14710,12990,21176.53061,6217,6642,4119,14818,1919,3686.17,35400.85,38312.17
784.82,9485,1484,10130,3621.48,7486,799,8523,69762.02041,4369.6,973.5,30515,9172.08,50204,5820.04,2286,5575.02,3615.96,46135,1573,865.2,965,378,681,15050,12958,21042.85714,6390,6605,4093,14562,1858,3608.28,35579.43,38285.35
773.64,9400,1450,10151,3585.68,7125,787,8393,68242.19388,4310.4,953.8,30281,9062.09,48975,5829,2245,5500.3,3616.5,46159,1519,861.7,935,371,639,15522,12919,20825.5102,6335,6587,4008,14479,1859,3579.67,35323.91,38811.79
778.85,9385,1402,10357,3649.22,6910,777,8210,68222.02041,4431.3,932.5,30104,8949.6,48413,5928.08,2230,5384.4,3668.19,44682,1498,904.9,910,364,624,16638,12760,20366.32653,6313,6491,4021,14600,1839,3537.39,34810.23,40124.39
794.09,9316,1387,10318,3710.14,6822,755,7958,67400.08163,4322.7,914.6,29714,9009.58,49794,6019.98,2203,5295.49,3727.53,43452,1460,893.7,886,361,636,16453,12606,20058.16327,6147,6544,4023,14349,1833,3484.26,34711.35,41643.91
808.36,8866,1442,10087,3713.52,6597,729,7886,66272.69388,4270.7,893.2,29610,8909.53,48571,6202.22,2221,5274.44,3630.76,42999,1428,885.9,867,368,670,15922,12530,20158.16327,6066,6575,4141,14177,1863,3516.41,34363.42,41898.66
878.36,8556,1484,9980,3793.34,6329,729,7708,63564.96939,4088.8,865.9,29978,8467.09,46095,6403.6,2293,5282.52,3470.6,42411,1395,829.6,837,395,696,15628,12484,20213.26531,6199,6861,4370,13990,1843,3537.16,34885.89,41121.18
865.21,8026,1487,9884,3667.48,6311,735,7576,61648.97959,3850.4,819.2,30563,8496.76,45704,5874.5,2336,5217.59,3354.78,42070,1372,821.4,813,390,708,15411,12137,20171.42857,6206,6531,4501,13418,1766,3487.6,34477.51,39770.5
789.02,7542,1349,9806,3358.21,6355,703,7181,58549.78571,3743.5,768.9,29270,8404.79,48913,5456.68,2249,4891.65,3279.11,38654,1254,790.6,747,369,710,14411,11919,18880.61224,6267,5857,4207,12976,1653,3270.27,33245.14,38321.68
650.43,6960,1226,9339,2973.43,6445,678,6728,53929.79592,3395.2,703.9,26794,8000.81,47379,4946.14,1975,4678.33,3190.73,34950,1131,717.5,656,345,662,13457,11510,17269.38776,5910,5384,3929,12562,1550,3114.89,31915.99,35348.77
567.29,6578,1107,8789,2756.73,6437,649,6418,50162.73469,3104.7,660.6,25138,7642.17,42187,4579.81,1709,4344.7,2858.8,32083,1069,700,614,337,579,13961,10983,15995.91837,5399,5112,3562,11026,1433,2952.29,30993.08,30887.58
516.54,6257,1034,8414,2640.03,6543,607,6371,48374.63265,2984,648.2,23660,7383.13,40817,4421.15,1572,4137.31,2620.57,29963,1029,651.2,587,303,528,13538,10552,15233.67347,4953,4941,3222,10663,1374,2837.29,30010.59,27981.26
511.86,6193,1018,8141,2595.78,6223,573,6174,47295.4898,2928.9,633.9,22801,7239.26,38695,4282.68,1525,3947.58,2458.39,28646,1020,663.9,581,287,491,13311,10399,14889.79592,4690,4913,2981,10570,1364,2798.84,29379.61,26914.46
505.76,6107,966,8112,2598.06,6207,545,6072,47236.15306,2912.4,605.7,22475,7175.16,37186,4217.49,1508,3878.52,2369.7,28159,1004,603.7,561,275,455,13367,10338,14826.53061,4530,4953,2866,10681,1343,2800.45,28046.33,26304.59
501.74,6367,952,8176,2708.34,5712,525,6069,47966.60204,2894.3,638,22397,7397.98,37139,4257.23,1532,3907.38,2321.39,28279,1041,624.4,596,271,426,13160,10157,14482.65306,4463,4989,2792,10640,1358,2825.18,26924.41,25704.7
536.5,7219,985,8386,3039.96,5430,513,6314,50655.89796,3058,762.5,22788,8068.58,39126,4372.47,1533,4094.4,2326.87,29157,1242,616.8,705,274,421,12979,10321,14835.71429,4448,5292,2900,11236,1428,2898.88,26382.95,25434.62
643.69,8513,1124,9008,3373.76,6035,516,7433,58129.58163,3613,891.3,24458,8559.57,43729,4940.4,1826,4778.8,2328.23,32932,1419,699.3,838,308,473,12797,11378,17362.2449,4445,6016,3328,12756,1678,3258.74,27289.68,26477.52
774.36,9381,1332,9791,3632.26,6695,536,8176,64054.23469,4191.2,989.4,27006,8855.66,48110,5586.85,2118,5187.95,2632.42,39825,1555,768.4,951,360,534,14538,12791,19593.87755,4535,6503,3784,14746,1788,3452.87,31294.97,31137.62
838.73,9633,1412,9949,3727.73,7154,615,8441,67136.18367,4415.5,1021.5,29589,9009.52,50663,6062.69,2254,5261.23,3189.21,44847,1628,817.6,1000,369,580,14923,12870,20787.7551,5207,6656,4059,15480,1841,3558.31,32947.01,37339.85
834.55,9630,1447,9924,3670.15,7238,702,8580,68126.58163,4437.4,1017.7,30683,9033.87,51965,6277.15,2330,5369.19,3532.41,47001,1644,829.6,1014,385,601,15346,12908,21133.67347,5948,6655,4118,15342,1892,3620.06,33783.19,41080.8
845.7,9760,1452,9844,3652.07,7402,752,8456,69415.96939,4555.4,1008.9,31336,9025.99,52717,6427.05,2328,5440,3627.53,47051,1655,854,1009,388,622,15900,12850,21180.61224,6244,6667,4183,15182,1898,3612.11,34523.64,42199.09
857.86,9732,1480,9853,3593.79,7688,766,8580,70675.02041,4605.8,1000.9,31740,9128.57,53869,6478.94,2423,5490.6,3615.91,47969,1646,876.6,986,391,634,15275,12717,21608.16327,6343,6660,4296,15095,1937,3644.61,33343.68,42052.23
865.13,9504,1476,9529,3642.89,7271,768,8695,70040.56122,4561.9,1026.9,32147,9110.4,53968,6490.32,2442,5552.78,3634.47,46415,1670,866.5,1014,391,643,15583,12695,21721.42857,6456,6796,4269,15046,1993,3676.29,34107.39,42410.81
873.77,9395,1489,9407,3652.28,7376,778,8635,69550.17347,4596.5,1006.4,32169,9084.78,53066,6252.82,2411,5521.85,3644.94,45662,1655,847.3,1004,387,658,15667,12839,21670.40816,6334,6683,4256,15061,1947,3651.04,35611.37,42721.27
843.56,9404,1510,9368,3705.63,7310,785,8459,68267.12245,4474.4,1004.6,31218,9009.91,52208,5983.91,2351,5542.02,3594.3,47558,1639,838.2,978,387,725,15180,12969,21224.4898,6259,6593,4247,14850,1920,3591.56,35833.58,42138.8
796.12,9294,1488,9427,3681.48,7158,802,8436,67459.85714,4268.9,972.6,30589,8919.09,50997,5783.81,2271,5574.64,3594.25,47170,1584,832.3,955,384,697,15160,12786,21100,6386,6623,4160,14848,1869,3571,35733.22,41979.6
791.23,9203,1457,9238,3615.97,6991,803,8340,66372.05102,4189.3,960.2,30288,8836.04,49882,5729.87,2239,5535.22,3616.74,48032,1522,822.8,919,373,658,15824,12827,20777.55102,6316,6553,4146,14612,1859,3548.28,35194.96,42312.32
792.35,9263,1400,9494,3698.19,6774,800,8191,66046.87755,4314.3,942.8,30078,8731.01,49512,5805.4,2215,5438.64,3659.43,46577,1498,780.8,896,373,641,15824,12645,20401.02041,6278,6445,4102,15053,1810,3492.04,34588.43,42951.93
810.97,9073,1394,9809,3749.3,6836,783,7875,65353.82653,4255.5,921.6,29537,8897.45,51001,5853.68,2198,5353.62,3726.31,45017,1470,805.6,876,373,648,15595,12429,20070.40816,6093,6450,4094,14499,1811,3453.64,34414.76,43896.69
823.73,8603,1457,9878,3775.2,6749,751,7800,64413.4898,4080.4,901.2,29411,8810.69,49527,6002.82,2229,5318.33,3643.17,44324,1440,779.4,857,376,684,15475,12222,20042.85714,5971,6486,4215,14418,1831,3477.59,33653.42,43619.66
886.38,8319,1503,9856,3883.55,6435,742,7642,62020.80612,3910.8,876.4,29746,8356.3,46698,6294.99,2273,5313.99,3487.5,43190,1404,764.9,840,396,705,15779,12370,19826.53061,6010,6820,4450,14450,1831,3512.41,34452.1,42661.9
873.91,7887,1520,9756,3753.34,6310,741,7511,59662.65306,3754.4,830.2,30308,8347.18,46119,5767.78,2336,5302.26,3361.31,42490,1374,747.2,809,400,714,15486,12127,19873.46939,6057,6509,4595,13944,1791,3453.02,33864.93,41734.25
780.65,7452,1367,9909,3425.24,6102,713,7194,56770.39796,3647.7,781.8,29204,8289.63,49375,5341.69,2233,4958.68,3274.89,39279,1270,722.5,747,374,717,14960,11994,18559.18367,6098,5849,4372,13251,1651,3242.81,32742.81,40761.15
652.71,6826,1219,9423,3006.03,5690,688,6734,52663.58163,3367.9,717.8,26683,7859.98,47896,4850.49,2012,4738.66,3184.01,35693,1142,676.2,662,353,661,14184,11380,16920.40816,5753,5342,4020,12675,1553,3085.44,31442.73,37485.93
563.24,6352,1092,8802,2740.39,5460,658,6367,49561.87755,3069.1,677.7,25030,7533.79,42645,4495.76,1751,4411.66,2880.61,32264,1062,647.3,612,342,577,14170,10804,15770.40816,5317,5103,3616,11420,1451,2970.88,30363.89,32852.08
518.65,5985,1011,8421,2644.6,5388,618,6285,47399.61224,2949.5,655.9,23567,7341.16,41050,4314.99,1600,4176.96,2596.12,30564,1037,606.1,590,310,527,13659,10386,15116.32653,4884,4975,3212,11073,1388,2846.91,29672.63,29755.65
514.35,5840,993,8219,2620.36,5336,583,6113,45921.94898,2865.5,641.9,22656,7247.39,39035,4249.78,1521,3994.14,2419.19,29221,1021,615.7,587,286,497,13143,10262,14612.2449,4587,4918,3026,10864,1362,2799.87,28794.48,28494.97
502.22,5622,948,8127,2629.16,5381,553,6018,45487.31633,2857.2,615.1,22338,7245.65,37465,4193.4,1493,3934.3,2315.95,28562,997,605.8,561,283,460,12620,10112,14350,4443,4919,2880,10782,1360,2802.96,27998.59,27793.95
506.43,5531,937,8177,2747.78,5494,531,6039,45448.40816,2851.4,643.6,22214,7506.17,37275,4289.38,1487,3978.58,2272.28,28547,1032,628.3,589,276,432,12364,9964,13601.02041,4351,4935,2826,10491,1387,2820.12,26592.9,27154.8
543.1,5526,947,8347,3061.48,5555,518,6277,45693.36735,3027.8,754.2,22643,8209.67,39280,4430.66,1417,4177.34,2285.98,29284,1225,651,693,271,426,12411,10248,13027.55102,4291,5308,2878,10890,1426,2912.71,26007.79,27103.75
658.36,5929,1080,9031,3405.25,5750,521,7330,48174.05102,3579.1,882.7,24259,8758.36,44190,5032.53,1514,4854.42,2284.4,33643,1394,705.3,825,287,473,13138,11172,13210.20408,4191,5987,3297,12738,1687,3288.03,26988.22,27879.39
788.72,6546,1275,9971,3605.52,6241,540,8005,51846.7449,4135.2,974,26600,8992.18,48612,5728.56,1709,5281.83,2587.05,39989,1515,764.3,926,329,532,14681,12545,14193.87755,3888,6400,3814,14527,1806,3501.31,30668.42,32363.78
852.37,6903,1371,10457,3653.8,6629,620,8294,54971.45918,4364.9,1012.9,29077,9148.17,50852,6217.79,1845,5372.11,3187.95,45156,1571,834,975,355,580,15265,12968,15192.85714,4061,6639,4068,14964,1859,3615.1,32832.21,37649.2
847.68,7005,1421,10583,3626.46,6792,704,8546,57016.2551,4407.4,1011.7,30343,9234.74,52017,6490.82,1971,5499.15,3502.03,47103,1579,882.6,982,371,605,15069,13180,15587.7551,4386,6697,4169,14918,1905,3702.07,33350.8,40835.69
857.57,7200,1423,10358,3674.15,7275,750,8535,58545.70408,4557.3,1006.1,30867,9288.33,52886,6699.78,2067,5577.13,3614.17,47255,1581,904.4,975,377,631,14976,12908,15824.4898,4727,6689,4190,15128,1950,3710.19,34069.38,41432.62
865.26,7370,1452,10128,3597.04,8079,767,8697,60222,4573.8,996.9,31348,9296.6,53556,6765.08,2127,5668.84,3608.73,47543,1574,942.2,949,381,649,14762,12733,15915.30612,4991,6739,4332,15016,1997,3727.72,32982.8,40866.37
857.85,7071,1473,9364,3637.52,7827,771,8776,60050.44898,4541.4,1013,31776,9169.28,53747,6717.54,2132,5719.56,3615.96,45123,1595,920.2,981,389,657,14670,12655,16051.02041,5170,6857,4306,14894,2045,3759.55,33907.37,40727.81
871.89,6861,1468,9275,3656.45,7657,781,8723,58781.9898,4541,1002,31716,9100.25,52790,6405.48,2070,5675.17,3637.37,44329,1586,911.8,970,390,669,14899,12756,16007.14286,5301,6768,4329,14920,1965,3723.33,35061.05,40393.74
834.02,6842,1511,9254,3640.86,7542,791,8533,57610.95918,4471.4,1000.2,30915,9056.39,52007,6105.64,1998,5703.06,3594.47,46223,1567,930.4,954,380,736,15035,12752,15697.95918,5127,6668,4221,14940,1951,3659.4,35188.76,40085.08
802.17,6953,1485,9263,3648.88,7126,805,8519,56762.47959,4291.8,964.9,30420,8982.13,50773,5984.97,1941,5740.91,3577.2,46248,1522,919.9,931,375,707,15103,12780,15423.46939,4960,6663,4156,14788,1891,3612.93,34906.75,40034.38
788.21,7052,1448,9492,3598.39,6828,803,8413,56443.73469,4219.6,941.3,30182,8915.2,49621,6006.69,1919,5669.28,3584.2,46057,1481,910.4,898,371,653,15379,12680,15189.79592,4844,6651,4138,14560,1889,3578.54,34930.71,40387.48
783.69,7298,1398,9851,3700.37,6617,805,8232,56962.02041,4339,913.6,29926,8816.5,49272,6074.5,1933,5555.92,3647.14,44524,1454,877.9,880,367,640,15709,12600,15095.91837,4817,6579,4130,14480,1842,3525.96,34356.7,41389.16
796.97,7358,1377,10114,3741.64,6635,789,7843,57753.61224,4253.8,903.2,29360,8806.58,50737,6129.74,1945,5462.41,3709.91,42684,1422,879.6,848,368,649,15270,12495,15288.77551,4824,6530,4148,14578,1841,3465.38,34208.54,42699.43
809.73,7132,1422,10181,3774.21,6452,761,7752,57490.05102,4084.3,880.9,29154,8796.63,49112,6281.69,1965,5419.86,3590.51,42416,1398,887.2,828,372,676,15398,12506,15393.87755,4889,6592,4210,14248,1858,3488.33,33820.59,42954.73
877.1,7096,1482,10163,3894.35,6289,750,7645,56338.68367,3939.9,862.8,29358,8500.93,46334,6462.72,2058,5403.55,3433.17,41944,1366,837.4,805,392,692,15366,12441,15570.40816,5059,6850,4400,14070,1846,3532.27,34348.84,42685.66
883.56,6935,1507,9951,3736.16,6189,744,7578,55421.28571,3784,821.4,29965,8541.57,45840,5934.91,2167,5361.18,3269.39,41911,1343,826.6,776,392,712,15321,12319,16250,5237,6582,4583,13358,1768,3500.75,34166.34,42007.82
785.15,6685,1372,10021,3409.43,6010,707,7232,53818.23469,3663.3,777.2,29142,8471.76,49135,5528.61,2124,5020.14,3243.15,38639,1242,786.6,720,374,703,15148,12067,15859.18367,5475,5950,4297,12833,1672,3267.98,33143.81,40840.15
656.92,6244,1237,9606,3006.2,5717,679,6796,50306.86735,3375.5,737,26830,8083.12,47847,5103.18,1904,4798.49,3167.52,35380,1100,714.6,640,351,659,14418,11510,14593.87755,5263,5502,4013,11894,1588,3097.52,31413.92,38211.27
563.07,5844,1105,8994,2768.71,6072,442,6403,47472.81633,3168.5,695.7,25365,7756.18,42239,4747.66,1674,4465.14,2831.76,31899,1032,698.6,594,317,580,12079,11001,13581.63265,4847,5245,3604,11182,1494,2973.15,30876.13,33734.79
519.54,5558,1028,8645,2656.42,6335,442.33,6310,45462.53061,2991.7,675.5,23831,7581.77,40789,4602.14,1545,4237.06,2677.26,29605,1022,649.4,579,283,534,11430,10538,13030.61224,4507,5083,3225,10946,1412,2848.05,29925.49,30502.15
507.93,5522,998,8372,2631.22,6287,419.96,6108,44295.30612,2931.5,665.9,22741,7476.89,38681,4520.65,1482,4023.35,2502.77,28559,1009,644.4,565,263,499,11162,10259,12844.89796,4260,4999,3046,10853,1361,2790.36,28923.84,29025.55
496.37,5390,946,8277,2617.64,6209,404.7,6008,43955.14286,2910.2,668.9,22601,7394.65,37292,4501.68,1460,3979.37,2394.78,28028,991,605,543,255,459,11043,10160,12715.30612,4115,5052,2922,10856,1348,2802.07,28230.41,28171.49
493.02,5571,944,8235,2709.18,6128,396.32,6013,44865.73469,2878.3,663.3,22365,7669.92,37150,4565.16,1463,4011.02,2353.55,28233,1022,601.5,572,246,423,11093,10064,12267.34694,4055,4960,2778,10533,1375,2818.68,26689.3,27447.65
533.02,6207,964,8396,2991.49,5883,395.57,6243,47019.80612,3031.8,672.2,22674,8348.1,39012,4687.33,1464,4199.66,2357.76,28711,1202,640.1,673,251,415,11204,10278,12724.4898,3977,5024,2869,10820,1424,2909.64,26218.42,27063.48
651.69,7400,1090,9075,3324.46,5962,393.1,7304,53595.14286,3589.8,730.2,24394,8934.48,43945,5228.73,1729,4836.3,2376.16,32465,1357,693.3,782,281,459,12042,11286,15102.04082,4043,5393,3247,12320,1666,3275.69,27074.08,27613.82
771.87,8264,1303,10052,3583.7,6603,437.66,7914,58994.93878,4121.1,817.7,26850,9236.02,48389,5900.3,1987,5238,2651.12,38954,1475,748.8,904,324,520,13516,12588,17136.73469,4126,5789,3723,14092,1792,3524.45,31017.26,31938.01
807.39,8604,1406,10562,3689.78,7042,509.24,8260,62429.08163,4349.9,877.3,29051,9384.74,50764,6278.35,2155,5379.17,3158.68,43766,1521,810.3,955,353,566,14624,13009,18703.06122,4736,6099,4019,14861,1842,3632.19,33026.98,37293.93
851.62,8712,1446,10863,3657.16,7179,567.25,8393,64182.45918,4385.4,902.9,30345,9366.28,52306,6564.44,2267,5527.95,3490.78,45568,1529,814.9,957,372,590,14946,13022,19414.28571,5445,6229,4215,15069,1877,3678.41,33027.89,40923.04
846.66,8777,1461,10887,3678.78,7353,598.46,8380,65488.08163,4476.2,909.8,31089,9454.68,52715,6787.56,2291,5622.63,3630.72,46302,1545,845.2,953,377,611,14931,13074,19712.2449,5685,6276,4314,15089,1919,3697.62,34133.65,41545.09
858.29,8929,1494,11012,3644.19,7562,597.15,8537,66372.91837,4468.2,898.2,31547,9381.22,53436,6855.5,2367,5717.02,3640.6,46601,1538,845.4,932,389,633,14975,12914,19930.61224,5724,6263,4426,14972,1950,3730.67,32737.25,40576.86
868.12,8691,1508,10724,3735.58,7156,608.18,8597,65748.65306,4358,899.6,31898,9194.05,53631,6850.18,2415,5750.81,3644.59,44305,1565,832.9,958,396,652,14960,12885,20230.61224,5857,6347,4412,15047,2001,3776.36,32608.96,40488.37
877.75,8579,1488,10531,3708.99,7173,630.77,8486,64602.39796,4284.4,881.1,31836,9138.46,51966,6620.81,2396,5692.95,3666.59,44151,1553,823.9,952,395,654,15045,12871,20197.95918,5758,6284,4364,14700,1968,3737.69,35210.51,40274.08
843.4,8368,1499,10349,3713.29,7463,608.86,8205,63142.4898,4123.4,866.2,30957,9117.37,50771,6329.12,2345,5680.14,3614.17,45328,1535,802.2,927,386,715,14923,12699,19903.06122,5769,6207,4312,14341,1903,3673.29,35423.95,39260.86
809.09,8239,1482,10231,3717.47,7361,576.08,8199,62260.5102,3998.7,851.3,30210,9004.15,49450,6172.97,2286,5658.63,3588.84,45506,1497,817.3,920,381,695,14769,12644,19547.95918,5878,6206,4272,13969,1855,3617.74,35465.82,38788.23
792.17,8231,1447,10122,3653.33,7087,552.48,8108,61353.29592,3939.4,845.4,29775,8969.7,48143,6172.04,2239,5636.54,3571.19,44943,1460,791.9,885,376,654,14658,12501,19284.69388,5807,6219,4251,13726,1832,3565.89,34840.37,38530.54
801.64,8276,1396,10160,3689.77,6709,556.8,7940,61427.58163,4008.5,841,29615,8916.53,48009,6196.75,2197,5525.77,3547.74,43550,1407,795.1,863,376,636,14850,12443,18913.26531,5732,6132,4190,13608,1754,3509.45,34052.99,39544.91
811.7,8170,1379,10108,3703.75,6688,562.4,7590,60973.60204,3955.9,848.6,29117,8981.25,48620,6235.35,2183,5402.91,3613.81,42243,1383,828.1,838,374,651,14504,12457,18565.30612,5609,6119,4188,13423,1783,3434.85,34024.55,40946.07
813.81,7826,1430,9974,3692.5,6514,571.06,7430,59820.54082,3797.9,856.6,28868,8902.26,47297,6324.68,2199,5306.3,3561.19,41398,1356,843.9,820,380,676,14142,12243,18540.81633,5584,6185,4241,13258,1758,3459.19,33378.51,40943.5
866.11,7572,1482,9790,3781.19,6225,574.64,7243,57351.04082,3633.2,888.6,28698,8476.56,44945,6544.13,2238,5259.32,3408.02,40708,1317,817.6,792,395,686,13745,12112,18370.40816,5654,6473,4451,12996,1742,3476.07,34095.33,40334.94
872.2,7186,1485,9544,3655.95,6129,599.94,7112,55409.90816,3502.4,856.1,29162,8470.53,44960,6082.59,2279,5224.76,3257.28,40175,1295,789,767,395,693,13362,11860,18441.83673,5680,6309,4527,12438,1694,3403.8,34125.77,39337.95
796.36,6943,1359,9573,3412.83,6108,571.28,6732,53012.80612,3413.4,778.1,28527,8343.99,48741,5726.32,2179,4942.89,3143.48,37163,1215,771.7,724,374,692,12978,11706,17591.83673,5797,5709,4304,12210,1625,3201.69,32918.32,38594.5
669.14,6313,1239,9132,3070.45,5872,528.06,6323,49434.69388,3208.2,725.8,26462,7927.61,47092,5284.77,1953,4733.05,3082.39,34058,1103,745.9,646,357,653,12403,11528,16140.81633,5486,5315,4027,12438,1478,3079.61,31072.36,36764.13
577.77,5919,1118,8577,2815.47,5883,489.33,5830,46590.52041,2975.2,689.2,25266,7664.32,41582,4957.15,1712,4405.33,2853.9,30657,1016,708.3,594,321,581,11682,10935,15083.67347,5085,5039,3656,10598,1416,2929.69,30662.99,32914.94
532.31,5613,1045,8344,2683.39,5974,453.42,5648,44266.69388,2801.5,675.8,23889,7462.47,39866,4748.51,1564,4180.69,2645.6,28590,977,712.8,569,290,535,11119,10632,14406.12245,4701,4883,3319,10452,1325,2792.87,29861.11,29748.63
514.82,5527,1020,7986,2628.63,5864,427.09,5599,42896.35714,2698.2,677.4,22669,7291.18,37243,4608.09,1495,3960.42,2472.2,27231,963,688.1,551,268,495,10790,10458,14086.73469,4448,4858,3076,10160,1317,2725.54,28732.42,28116.58
500.58,5334,969,7841,2611.69,5989,407.88,5586,42500.44898,2648.7,681.6,22108,7185.86,35373,4566.59,1470,3890.68,2368.24,26269,943,669.3,530,255,459,10567,10250,13945.91837,4285,4853,2888,9904,1299,2714.49,27962.04,27168.37
506.38,5397,951,7762,2633.45,5839,398.53,5543,42445.45918,2584.4,690.2,21715,7215.34,34649,4582.91,1471,3848.84,2311.77,25787,939,601.9,537,248,426,10424,10076,13474.4898,4207,4787,2842,9752,1289,2687.82,26185.84,26349.98
534.78,5657,951,7563,2744.8,5571,395.86,5365,42816.11224,2592.4,805.1,21565,7525.83,34399,4578.91,1436,3845.17,2297.9,24598,1015,605.7,578,249,417,10342,10081,13480.61224,4144,4899,2816,9876,1281,2661.03,25514.91,25710.39
